,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,aapl,91.27999877929688,91.83999633789062,90.97750091552734,89.3709487915039,110737200.0,2.0,2.9967089524526784,92.14907532538373,79.70401534234088,62.807148059148275,107.50126168671893,29.730531783249674,83.43555348714193,77.25622793833415,28.6200008392334,16.852702921925438
0,2020-07-01,amzn,137.89950561523438,144.75,137.6999969482422,143.93499755859375,127268000.0,2.0,4.503504218339543,142.93701039602198,121.8372396344956,67.91097804164647,160.23349711528382,52.64571373650686,129.05663350423177,122.77706693013509,28.6200008392334,16.852702921925438
0,2020-07-01,cat,129.3800048828125,129.39999389648438,125.87999725341797,117.23568725585938,2807800.0,2.0,1.2365973422107572,126.92599735416084,110.1438146575579,52.86541543623395,35.746556428793255,14.45740437284711,116.03196868896484,110.42905972798665,28.6200008392334,16.852702921925438
0,2020-07-01,gs,198.8800048828125,199.74000549316406,195.52000427246094,184.28018188476562,2620100.0,2.0,0.5778680231761371,207.61663198771032,174.78639383016076,50.96276177659159,-35.68825163295237,3.6210869345612804,188.17016042073567,176.9565444946289,28.6200008392334,16.852702921925438
0,2020-07-01,hd,249.64999389648438,250.3300018310547,246.92999267578125,231.2325897216797,3677300.0,2.0,2.216146779931904,240.84563759247777,222.13583213408475,55.509674870493804,20.60062701912318,8.2543055561361,230.18790028889973,215.67954966227214,28.6200008392334,16.852702921925438
0,2020-07-01,ibm,114.98088073730469,115.8986587524414,113.16443634033203,97.47810363769531,4869967.0,2.0,-1.0410411097618777,110.58391435285816,92.37514784196605,47.48970889874711,-74.35048601315678,5.476160686110969,101.52064565022786,100.07782669067383,28.6200008392334,16.852702921925438
0,2020-07-01,intc,59.90999984741211,60.029998779296875,58.7599983215332,53.494354248046875,14748100.0,2.0,-0.5246949824939477,58.6426174881408,51.386933445697096,48.71405443181862,-79.08406413497111,8.423667414942777,55.58980255126953,54.58696034749349,28.6200008392334,16.852702921925438
0,2020-07-01,msft,203.13999938964844,206.35000610351562,201.77000427246094,199.1697235107422,32061200.0,2.0,4.912788315027228,201.4601165946991,177.12678526076965,61.18491264637391,140.81190148503083,33.01514568936887,185.6685999552409,178.37396240234375,28.6200008392334,16.852702921925438
0,2020-07-01,t,22.756797790527344,23.021148681640625,22.545316696166992,17.405048370361328,41007987.0,2.0,-0.1335088512438567,19.22751952623147,16.51686028028708,47.51642731560359,-51.23933387239619,0.8025043128059125,17.876750183105468,17.609868208567303,28.6200008392334,16.852702921925438
0,2020-07-01,v,193.85000610351562,195.35000610351562,192.66000366210938,189.83267211914062,6394100.0,2.0,1.0242914861860584,196.9360011610324,183.53064922959257,53.31963788190771,-7.438779649733301,6.305181659435467,190.12132263183594,180.64890518188477,28.6200008392334,16.852702921925438
1,2020-07-02,aapl,91.9625015258789,92.61750030517578,90.91000366210938,89.3709487915039,114041600.0,3.0,2.916031203688277,91.94742215840228,80.93140474589461,62.807148059148275,104.53760733393865,33.33560852538064,83.8027468363444,77.687322362264,27.68000030517578,1.515735199580019
